DATE,ANNA426MFG
2007-10-01,18.4154233222928
2007-11-01,18.3875165515423
2007-12-01,18.281453148466802
2008-01-01,18.1835538591664
2008-02-01,17.8935945622537
2008-03-01,17.412014739094
2008-04-01,16.7164244573523
2008-05-01,17.0104846181149
2008-06-01,17.3177531623675
2008-07-01,16.187591253601102
2008-08-01,16.3050878896236
2008-09-01,16.041911150109
2008-10-01,15.6167746494718
2008-11-01,15.423941629441499
2008-12-01,15.0753404338917
2009-01-01,13.3149604634901
2009-02-01,14.727714464728301
2009-03-01,14.742589407033599
2009-04-01,14.4005854628691
2009-05-01,14.091967743459598
2009-06-01,13.6133998250119
2009-07-01,13.6503041244124
2009-08-01,13.9138327430595
2009-09-01,14.0696154201719
2009-10-01,13.609682805340901
2009-11-01,13.4588625728857
2009-12-01,13.5932191569909
2010-01-01,13.779000448401302
2010-02-01,13.7505040341207
2010-03-01,13.7475890024877
2010-04-01,13.9016930328845
2010-05-01,13.8655200835479
2010-06-01,13.801279819404199
2010-07-01,13.891605648282699
2010-08-01,13.33998715307
2010-09-01,13.8004636007135
2010-10-01,14.105073872889301
2010-11-01,14.0943376727881
2010-12-01,14.1193999476245
2011-01-01,13.829269316977
2011-02-01,13.953420441587902
2011-03-01,14.0720463051787
2011-04-01,14.1206315341503
2011-05-01,14.135232148785601
2011-06-01,14.1822111259358
2011-07-01,14.3366456027999
2011-08-01,13.6642803911305
2011-09-01,14.023987916803698
2011-10-01,14.1099404175504
2011-11-01,14.020372955771899
2011-12-01,14.151302395782
2012-01-01,14.077717678196098
2012-02-01,13.9476815866781
2012-03-01,13.9826804256621
2012-04-01,14.0471782730086
2012-05-01,14.213456370504101
2012-06-01,14.059154043764698
2012-07-01,14.609918195744902
2012-08-01,13.9803809072847
2012-09-01,14.1401794439381
2012-10-01,14.030019005100801
2012-11-01,14.1523677234978
2012-12-01,13.8813833231714
2013-01-01,14.088602256377301
2013-02-01,14.2360014856195
2013-03-01,14.3970266203092
2013-04-01,13.961026337463501
2013-05-01,13.8926240520137
2013-06-01,14.0422115220151
2013-07-01,14.147074084953001
2013-08-01,14.0791987071019
2013-09-01,14.144209137534599
2013-10-01,14.0590624823634
2013-11-01,14.0738363027213
2013-12-01,13.9162946352371
2014-01-01,13.979048125158599
2014-02-01,14.1271256271292
2014-03-01,14.0898349023747
2014-04-01,14.055275309602198
2014-05-01,14.189908872272598
2014-06-01,14.2324367660609
2014-07-01,14.2393190090319
2014-08-01,14.2612799426775
2014-09-01,14.142884329021099
2014-10-01,14.1836367198368
2014-11-01,14.099306218318699
2014-12-01,14.3408295952731
2015-01-01,14.3570659410411
2015-02-01,14.328534855652
2015-03-01,14.387889993004
2015-04-01,14.4254193654174
2015-05-01,14.472548441891
2015-06-01,14.4284785284168
2015-07-01,14.768792275170199
2015-08-01,14.4510304141556
2015-09-01,14.4555525205617
2015-10-01,14.490245825699
2015-11-01,14.515151338416901
2015-12-01,14.5432481726471
2016-01-01,14.532467045975801
2016-02-01,14.5372132162748
2016-03-01,14.5938836977822
2016-04-01,14.6038785761499
2016-05-01,14.4565415040414
2016-06-01,14.531846102955198
2016-07-01,14.490579323111
2016-08-01,14.6515912758492
2016-09-01,14.6570989672525
2016-10-01,14.3812218596134
2016-11-01,14.7253747091276
2016-12-01,14.534739617832
2017-01-01,14.6217459552295
2017-02-01,14.455070736760002
2017-03-01,14.513930178110199
2017-04-01,14.4979492719274
2017-05-01,14.4302580444321
2017-06-01,14.4456381579713
2017-07-01,13.800111442783802
2017-08-01,14.44678879467
2017-09-01,14.4409488172825
2017-10-01,14.4593736212132
2017-11-01,14.5249614812064
2017-12-01,14.7413169531624
2018-01-01,14.7238173797543
2018-02-01,14.8734650165913
2018-03-01,14.928554151468802
2018-04-01,15.2324442928159
2018-05-01,15.2082351070056
2018-06-01,15.1689405103521
2018-07-01,14.969951771072099
2018-08-01,14.933120413438001
2018-09-01,14.9063520266927
2018-10-01,15.0317151095989
2018-11-01,15.0260100342191
2018-12-01,15.056914903327401
2019-01-01,15.154207661906199
2019-02-01,15.095896735961
2019-03-01,14.8390156401926
2019-04-01,14.6743497755866
2019-05-01,14.578653540742302
2019-06-01,14.589248955628399
2019-07-01,14.9288583426141
2019-08-01,14.413567489862402
2019-09-01,14.479293184388899
2019-10-01,14.303369682959199
2019-11-01,14.2320431697737
2019-12-01,14.176839695206802
2020-01-01,14.080152524581198
2020-02-01,14.1159542274317
2020-03-01,14.138217517260001
2020-04-01,9.023317983791749
2020-05-01,9.75750948091456
2020-06-01,12.408083281127698
2020-07-01,12.9819284871026
2020-08-01,12.8978587675584
2020-09-01,12.9523827217575
2020-10-01,13.083459303446901
2020-11-01,13.1368107537028
2020-12-01,13.1925168860928
2021-01-01,13.308403341146901
2021-02-01,13.434382243015198
2021-03-01,13.7329067754459
